Key,Type,Source,ko,en,es,zh-cn,zh-tw
Quest_main_8_content,,,[몬농 요리 대회 개최] \n\n'출품작은 레스토랑 이상의 요리만 \n가능합니다.'\n\n요리 박사가 이런 대회를 놓칠 순 없죠.\n\n레시피를 어디에 적어두었더라…,"[Monster Farm Cooking Contest Opening]\n\n""Submissions must be dishes\nthat are of restaurant quality or better.""\n\nA culinary master can't miss a contest like this.\n\nNow, where did I jot down that recipe...?","[Inauguración del concurso culinario de Monster Farm]\n\n""Solo se aceptarán platos\ncuya calidad sea igual o superior a la de un restaurante"".\n\nSi tienes maestría en la cocina, no debes perderte esta oportunidad.\n\nAhora, ¿en dónde anoté esa receta...?",【举办怪物农场料理大赛】\n\n“参赛作品仅允许\n餐厅级以上的料理。”\n\n料理博士可不能错过这种大赛。\n\n我菜谱放哪里了……,[舉辦怪物農場料理大賽]\n\n僅有餐廳以上的料理\n才可以參賽。\n\n料理博士當然不能錯過這種機會。\n\n我把食譜寫在哪裡了…
Quest_main_9_content,,,"푸리가 말하네요.\n\n""날 다른 친구들에게도 자랑해줘!""\n\n""내 멋진 깃털을 보여주란 말이야~""","Puri says,\n\n""Show me off to your friends!""\n\n""Show them how wonderful my feathers are!""","Puri dice:\n\n""¡Deja que tus seres queridos me admiren!"".\n\n""¡Muéstrales lo bellas que son mis plumas!"".",普利说：\n\n“也给其他朋友炫耀一下我吧！”\n\n“给他们展示我这美丽的羽毛～”,普里說話了。\n\n「把我介紹給其他朋友吧！」\n\n「讓他們看看我帥氣的羽毛～」
Quest_main_10_content,,,더 열심히 일하면 더 많은 골드가 가득!,Work hard and get more Gold!,¡Esfuérzate y obtén más oro!,工作越努力，更多金币等着你！,更加認真工作，就能獲得更多的黃金！
Quest_main_11_content,,,"혼자 일하기 힘들다면, \n일꾼을 더 고용해 볼까요?","If you're struggling working alone,\ntry hiring more workers!","¡Si no das abasto en solitario,\ncontrata más trabajadores!",要是一个人工作累的话，\n不如雇佣更多工人？,如果獨自工作很辛苦，\n要不要再僱用一些工人？
Quest_main_12_content,,,더! 더 많은 몬스터를 원해!\n희귀하다면 더 좋아!,"More! I want more monsters!\nThe rarer, the better!","¡Más! ¡Quiero más monstruos!\n¡Entre más raros, mejor!",还要！我还要更多怪物！\n越稀有越好！,還要！還要更多的怪物！\n如果是稀有的話就更好了！
Quest_main_13_content,,,나는 세상에서 가장 희귀한 몬스터를 \n얻고 싶다구~!,I wanna get the rarest\nmonsters in the world!,¡Quiero conseguir al monstruo\nmás raro del mundo!,我想获得这世上\n最稀有的怪物！,我想要獲得世界上最稀有的\n怪物啊～！
Quest_main_14_content,,,루비는 너무나도 멋지다고! 더 갖고 싶어!,Rubies are so beautiful! I want more!,¡Los rubíes son tan hermosos! ¡Quiero más!,红宝石太漂亮了！好想要啊！,紅寶石真是太棒了！還想要更多！
Quest_main_15_content,,,"펑펑! 뾰로롱! \n\n어느 농장을 가던 연구소에서 연구가 \n활발하게 진행 중이에요. \n\n연구로 등급을 바꿀 수 있어요.\n\n같은 몬스터라도 골드를 더 많이  \n생산할 수 있다는 뜻이에요.\n\n아참, 행운의 여신이 \n함께해야 한다는 것 잊지 마세요~",*sha-BOOM*\n\nResearch is well underway\nat the labs on every farm.\n\nYou can raise your rank through research.\n\nThis means that your current monsters can eventually\nproduce more Gold.\n\nThe Goddess of Luck shall be with you!,*ánimos*\n\nLa investigación ha avanzado mucho\nen los laboratorios de las granjas.\n\nPodrás elevar tu rango mediante investigaciones.\n\nEso significa que los monstruos que posees actualmente\npodrán con el tiempo producir más oro.\n\n¡Que la diosa de la fortuna te sonría!,砰砰！巴啦啦！\n\n每个农场的研究所里\n都在忙着研究呢。\n\n通过研究可以变更级别哦。\n\n也就是说，即便是相同的怪物，\n高级别可以生产更多金币。\n\n对了，不要忘记\n幸运女神一直在我们身边哦～,砰砰！啾啾！\n\n不管去哪座農場，研究所都很\n熱烈地進行研究。\n\n可以透過研究改變等級。\n\n就算是相同的怪物，\n也能夠生產更多黃金的意思。\n\n對了，\n也不要忘記要讓幸運女神在你身邊啊～
Quest_main_16_content,,,일꾼이 지쳐 보이나요? \n\n수고했다는 의미에서\n골드를 선물해보는 건 어때요?\n\n기운이 넘치게 될 수도?,Do your workers look tired?\n\nRaise their spirits with some Gold!\nHard work deserves fair pay!,¿Tus trabajadores lucen casados?\n\n¡Súbeles el ánimo con un poco de oro!\n¡El esfuerzo merece un pago justo!,工人是不是看着很疲惫？\n\n为了报答工人的辛劳，\n要不要奖励他们金币呢？\n\n这样一来也许会变得容光焕发。,工人看起來很累嗎？\n\n要不要送黃金給他\n慰勞他們的辛勞？\n\n也許會突然充滿力量呢？
Quest_main_17_content,,,연구소 가동! 몬스터가 좋아집니다!,The research lab is humming along! Your monsters are getting better!,¡El laboratorio de investigación está a toda máquina! ¡Tus monstruos están cada vez mejor!,启动研究所！怪物会变得更好！,啟動研究所！怪物變好了！
Quest_main_18_content,,,도감을 가득 채우면\n모두가 부러워하는 농장이 될 수도?,"Fill the encyclopedia,\nand everyone will be envious of your farm!",¡Llena la enciclopedia\ny tu granja será la envidia de todos!,填满图鉴的话，\n也许所有人都会羡慕我的农场。,若補齊圖鑑時，\n說不定就會成為大家羨慕的農場？
Quest_normal_1_objective,,,농장 레벨업!,Next-Level Farming,Agricultura de alto nivel,升级农场！,農場升級！
Quest_normal_2_objective,,,몬스터 수집왕,Monster King,Rey monstruo,怪物收集王,怪物收集王
Quest_normal_3_objective,,,부자가 되려면,For a Golden Future,Por un futuro dorado,要想成为富翁,若想成為富翁
Quest_normal_4_objective,,,일감의 달인,Old Farm Hand,Jornalero viejo,工作达人,工作達人
Quest_normal_5_objective,,,창고가 부족해,Where Do I Put This?,¿Dónde pongo esto?,仓库不足,倉庫不足
Quest_normal_6_objective,,,몬스터 조합?!,Mystery Combinations,Combinaciones misteriosas,组合怪物？！,怪物組合？！
Quest_normal_7_objective,,,맛난 식사를 위해,The Quest for Deliciousness,La búsqueda del mejor sabor,为了美味的饭菜,為了美味的餐點
Quest_normal_8_objective,,,장인은 도구를 따진다.,The Right Tools,Las herramientas correctas,匠人讲究工具,達人很重視工具
Quest_normal_9_objective,,,푸리를 위한 요리,Just for Puri,Solo para Puri,专为普利的料理,為了普里準備的料理
Quest_normal_10_objective,,,더 열심히 일해라!,Expanded Workforce,Fuerza laboral ampliada,更卖力一点！,更認真工作吧！
Quest_normal_11_objective,,,갑부가 되려면,Get Rich Quick,Obtén riquezas con rapidez,要想成为首富,若想成為富翁
Quest_normal_12_objective,,,듀얼코어,Double Up,Redoble,双核,雙核心
Quest_normal_13_objective,,,밥 먹을 시간이다~,Time to Eat!,¡Hora de comer!,吃饭时间～,吃飯的時間到了～
Quest_normal_14_objective,,,쿼드코어,"Slots, Slots, Slots","Espacios, espacios, espacios",四核,三核心
Quest_normal_15_objective,,,신비의 몬스터,Mysterious Monsters,Monstruos misteriosos,神秘的怪物,神祕的怪物
Quest_normal_16_objective,,,일감의 신,Workaholic,Adicción al trabajo,工作之神,工作之神
Quest_normal_17_objective,,,요리가 맛이 없어?!,Culinary Delight,Delicia culinaria,料理难吃？！,料理不好吃嗎？！
Quest_normal_18_objective,,,맛나게 먹거라~,Come and Get It!,¡Acá te espero!,吃好喝好～,好好享用吧～
Quest_normal_19_objective,,,미식가를 위해,The Essence of Dining,La esencia de la cena,为了美食家,為了美食家
Quest_normal_20_objective,,,친구가 되어줘,Friend Visit,Visita amistosa,做好朋友吧,成為朋友吧
Quest_normal_21_objective,,,냠냠 ~ 먹자,Unconventional Shopping,Compras inusuales,吧唧～吃吧,美味地享用吧～
Quest_normal_22_objective,,,더 맛있게~,The Tools Make the Chef,Las herramientas hacen al chef,更好吃点,更好吃～
Quest_normal_23_objective,,,일품 요리란,A Matter of Taste,Cuestión de gusto,这就是一品料理,所謂的絕頂料理
Quest_normal_24_objective,,,조합의 신,Infinite Combinations,Combinaciones infinitas,组合之神,組合之神
Quest_normal_25_objective,,,마음에 들어!,I Like You!,¡Me caes bien!,我喜欢！,我很喜歡！
Quest_normal_26_objective,,,"스킬, 완벽",Ruby Hunting,Cacería de rubíes,完美技能,技能，完美
Quest_normal_27_objective,,,요리 특훈,Special Culinary Training,Entrenamiento culinario especial,料理特训,料理特訓
Quest_normal_28_objective,,,감칠맛 추가,Premium Prep,Preparación suprema,提鲜,增添鮮味
Quest_normal_29_objective,,,골드 FLEX,The Sky's the Limit,El cielo es el límite,金币大把花,黃金FLEX
Quest_normal_30_objective,,,"신화, 몬스터",The Stuff of Legends,Materia prima de leyendas,神话与怪物,神話，怪物
Quest_normal_31_objective,,,궁극의 요리를 위해,The Perfect Taste,El sabor perfecto,为了究极料理,為了究極的料理
Quest_normal_32_objective,,,능력 발휘,Expanding Abilities,Expande habilidades,发挥能力,發揮能力
Quest_normal_1_description,,,농장 레벨 업,Level up the farm,Sube de nivel a la granja,升级农场,農場升級
Quest_normal_2_description,,,몬스터 수집,Collect monsters,Coleccionar monstruos,收集怪物,收集怪物
Quest_normal_3_description,,,아이템 회수,Get items,Obtener artículos,回收道具,回收道具
Quest_normal_4_description,,,보조 일감 완료,Complete side work,Completar trabajo secundario,辅助工作完成,輔助工作完成
Quest_normal_5_description,,,창고 확장,Expand the storage,Expandir el almacenamiento,扩张仓库,擴增倉庫
Quest_normal_6_description,,,몬스터 조합,Combine monsters,Combinar monstruos,组合怪物,組合怪物
Quest_normal_7_description,,,식재료 얻기,Get ingredients,Consigue ingredientes,获取食材,獲得食材
Quest_normal_8_description,,,모든 요리 도구 업그레이드,Upgrade all cooking tools,Mejora todas las herramientas de cocina,升级所有料理工具,所有料理工具升級
Quest_normal_9_description,,,요리 먹이기,Feed the monsters,Alimenta a los monstruos,喂料理,餵食料理
Quest_normal_10_description,,,일꾼 강화,Grow your workers,Haz crecer tus trabajadores,强化工人,強化工人
Quest_normal_11_description,,,아이템 회수,Get items,Obtener artículos,回收道具,回收道具
Quest_normal_12_description,,,조합 슬롯 해금,Unlock combination slot,Desbloquea el espacio de combinación,解锁组合插槽,解鎖組合欄位
Quest_normal_13_description,,,요리 먹이기,Feed the monsters,Alimenta a los monstruos,喂料理,餵食料理
Quest_normal_14_description,,,조합 슬롯 해금,Unlock combination slot,Desbloquea el espacio de combinación,解锁组合插槽,解鎖組合欄位
Quest_normal_15_description,,,몬스터 조합,Combine monsters,Combinar monstruos,组合怪物,組合怪物
Quest_normal_16_description,,,보조 일감 완료,Complete side work,Completar trabajo secundario,辅助工作完成,輔助工作完成
Quest_normal_17_description,,,8등급 이상의 요리 획득,Get food at rank 8 or higher,Consigue comida en rango 8 o superior,获得8级以上的料理,獲得8等級以上的料理
Quest_normal_18_description,,,요리 먹이기,Feed the monsters,Alimenta a los monstruos,喂料理,餵食料理
Quest_normal_19_description,,,12등급 이상의 요리 획득,Get food at rank 12 or higher,Consigue comida en rango 12 o superior,获得12级以上的料理,獲得12等級以上的料理
Quest_normal_20_description,,,다른 농장 방문,Visit another farm,Visita otra granja,访问其他农场,拜訪其他農場
Quest_normal_21_description,,,식재료 얻기,Get ingredients,Consigue ingredientes,获取食材,獲得食材
Quest_normal_22_description,,,요리 도구 업그레이드,Upgrade cooking tools,Mejora las herramientas de cocina,升级料理工具,料理工具升級
Quest_normal_23_description,,,16등급 이상의 요리 획득,Get food at rank 16 or higher,Consigue comida en rango 16 o superior,获得16级以上的料理,獲得16等級以上的料理
Quest_normal_24_description,,,몬스터 조합,Combine monsters,Combinar monstruos,组合怪物,組合怪物
Quest_normal_25_description,,,인기도 주기,Give Popularity,Da popularidad,给予人气,給予人氣度
Quest_normal_26_description,,,연구로 '루비 수집가' 획득,Get a Ruby Collector through research,Obtén un coleccionista de rubíes mediante investigación,通过研究获得“红宝石收藏家”,透過研究獲得「紅寶石收集家」
Quest_normal_27_description,,,요리 완료,Make food,Preparar comida,料理完成,料理完成
Quest_normal_28_description,,,모든 요리 도구 업그레이드,Upgrade all cooking tools,Mejora todas las herramientas de cocina,升级所有料理工具,所有料理工具升級
Quest_normal_29_description,,,몬스터 '등급' 연구,Research monster ranks,Investiga rangos de monstruos,研究怪物“级别”,研究怪物「等級」
Quest_normal_30_description,,,몬스터 수집,Collect monsters,Coleccionar monstruos,收集怪物,收集怪物
Quest_normal_31_description,,,요리 완료,Make food,Preparar comida,料理完成,料理完成
Quest_normal_32_description,,,몬스터 '등급' 연구,Research monster ranks,Investiga rangos de monstruos,研究怪物“级别”,研究怪物「等級」
Quest_normal_1_content,,,푸리 깃털 세 개...별 조각 다섯 개...\n\n상점에서 수확한 아이템을\n팔고 돈을 받았다.\n\n정말? 이것밖에 안 된다고? 큰일이다!\n\n다음 달이면 월세를 내야 하는데\n돈이 부족하다. \n\n계산기를 두드려 보니 지금 상황에선\n딱 한 마리만 더 데려오면 될 것 같다. \n\n당장 농장을 확장해야겠다!,"Three Puri feathers...five Star Fragments...\n\nI sold the collected items\nat the shop for money.\n\nBut...really? That's all I got for them?!\n\nI have to pay rent next month,\nand I don't have enough money.\n\nI ran the numbers, and it looks like\nI just need one more monster.\n\nTime to expand the farm, and I mean right now!",Tres plumas de Puri... cinco fragmentos de estrella...\n\nFui a la tienda y vendí\nlos artículos que obtuve.\n\nPero... ¿es en serio? ¡¿Solo eso me dieron?!\n\nMe toca pagar la renta el mes\nque viene y el dinero no me alcanza.\n\nHice los cálculos y creo que necesitaré\nun monstruo más.\n\nEs hora de ampliar la granja... ¡y hay que hacerlo de inmediato!,三个普利羽毛，五个星星碎片……\n\n向商店出售收获的道具后\n收到了钱。\n\n真的？就这么点？这可怎么办！\n\n下个月就要交房租了，\n但手头上的钱不够。\n\n打了一下算盘，按目前情况来看，\n再带过来一只就刚刚好。\n\n要马上去扩张农场！,普里羽毛三個…星星碎片五個…\n\n在商店販售售貨的道具\n賺到了錢。\n\n真假？就只有這樣嗎？糟糕了！\n\n下個月就要繳房租了，\n但錢不夠。\n\n計算過後，在現在這狀況下\n只要再帶一隻來就可以了。\n\n得擴增農場才行了！
Quest_normal_2_content,,,[월간 몬농]\n\n몬스터 농장 주인이라면 무조건\n구독해야 하는 잡지다. \n\n요즘 대세인 몬스터는 무엇인지 농장 운영 \n방법 등 다양한 정보를 얻을 수 있다. \n\n'다양한 몬스터가 있을수록\n생산성이 향상될 확률이 높다.'\n\n지금 당장은 아니더라도\n미래를 위한 투자를 하는 게 좋겠지. \n\n다른 몬스터를 좀 더 데려와 볼까? ,"[Monster Farm Monthly]\n\nA must-have magazine\nfor any monster farm owner.\n\nIt's packed with information, such as\nwhich monsters are popular these days and how best to run a farm.\n\n""The more kinds of monsters,\nthe higher the chance of increasing productivity.""\n\nIt doesn't have to be right now,\nbut it'd be good to invest for the future.\n\nShould I start with more monsters?","[Monster Farm del mes]\n\nEs una revista imprescindible\npara cualquier persona que posea una granja de monstruos.\n\nTe dice qué monstruos son populares en estos días\ny te enseña a gestionar tu granja de la mejor forma posible.\n\n""Entre más tipos de monstruos tengas,\nmayores son las chances de aumentar tu productividad"".\n\nNo tengo que comenzar de inmediato,\npero lo mejor es invertir para el futuro.\n\n¿Y si empiezo aumentando mis monstruos?",【怪物农场月刊】\n\n凡是怪物农场的主人，\n都需要订阅这个杂志。\n\n这里涵盖了近期流行的怪物和\n农场管理方法等各种信息。\n\n“拥有更多种类的怪物，\n提高生产效率的概率也会大大提高。”\n\n就算无法马上实现，\n但就当是投资美好未来吧。\n\n要不再带过来一点其他怪物？ ,[怪物農場月刊]\n\n如果是農場主人的話怪物農場月刊就一定要訂閱的雜誌。\n\n可以得知最近流行的怪物是什麼，\n還有營運農場的方式等資訊。\n\n有愈多種怪物，\n就能夠提高生產效率。\n\n就算不是現在，\n當作是為了未來的投資也不錯。\n\n要不要再帶其他的怪物來？ 
Quest_normal_3_content,,,어쩐지 돈이 부족하더라! \n\n더 열심히 일해야 하는 거 아니야?!,I don't have enough money!\n\nI'll have to work even harder!,¡No tengo dinero suficiente!\n\n¡Tendré que trabajar más duro!,怪不得钱不够！\n\n工作更卖力点不行吗！,難怪覺得錢不夠用！\n\n得再更努力工作才行吧？！
Quest_normal_4_content,,,일감을 끝내는 건 농장주 성실함의 기본!\n\n골드도 얻고 농장 운영 지식은 덤으로~,Doing work is a farm owner's responsibility!\n\nEarning Gold and managing things is a bonus!,¡Hacer dinero es la responsabilidad de quienes poseen una granja!\n\n¡Obtener oro y administrar es un bono!,做完工作是成为诚实农场主的基本条件！\n\n不仅可以获得金币，还能获得农场管理知识！,完成工作是農場主人最基本的責任！\n\n能獲得黃金，還能學習農場經營知識～
