Key,Source,type,ko,Arguments,en,es,zh-cn,zh-tw
UpgradeHelpText4000201,"레시피를 만들 때 정해진 확률에 따라 뽑힌 재료 카드를 다시 뽑을 수 있습니다. 재료 카드 리롤에 <color=#ff9813>클로버</color>가 필요하며,  레시피를 제작할 때마다 첫 번째 리롤 비용은 <color=#ff9813>무료</color>입니다. \n\n 재료 리롤 비용은 레시피 제작할 때마다 초기화되며, 재료 카드 리롤 시, 세팅한 재료 중 아직 레시피에 사용하지 않은 재료들 중에서 다시 뽑습니다.",Default text,"레시피를 만들 때 정해진 확률에 따라 뽑힌 재료 카드를 다시 뽑을 수 있습니다. 재료 카드 리롤에 <color=#ff9813>클로버</color>가 필요하며,  레시피를 제작할 때마다 첫 번째 리롤 비용은 <color=#ff9813>무료</color>입니다. \n\n 재료 리롤 비용은 레시피 제작할 때마다 초기화되며, 재료 카드 리롤 시, 세팅한 재료 중 아직 레시피에 사용하지 않은 재료들 중에서 다시 뽑습니다.",,"You can re-draw Ingredient Cards you already drew at a set chance when you prepare a Recipe. You need <color=#ff9813>Clovers</color> to re-draw Ingredient Cards. Each time you prepare a Recipe, the first re-draw will be <color=#ff9813>free</color>.\n\nThe cost to re-draw Ingredient Cards resets each time you prepare a Recipe. When you re-draw an Ingredient Card, you can draw something you haven't already used for the Recipe from the available Ingredients.","Al preparar una receta, puedes volver a sacar cartas de ingredientes que ya hayas sacado con cierta probabilidad. Necesitas <color=#ff9813>tréboles</color> para volver a sacar cartas de ingredientes. Cada vez que preparas una receta, el primer intento de volver a sacar será <color=#ff9813>gratuito</color>.\n\nEl costo para volver a sacar cartas de ingredientes se restablece cada vez que preparas una receta. Cuando vuelves a sacar una carta de ingredientes puedes sacar alguno de los ingredientes disponibles que aún no hayas usado en la receta.",制作菜谱时，可以根据既定概率重新抽取材料卡片。重刷菜谱卡片需要消耗<color=#ff9813>四叶草</color>。每次制作菜谱时，首次重刷费用为<color=#ff9813>免费</color>。\n\n材料重刷费用将在每次制作菜谱时重置。重刷材料卡片时，将以已设定的材料中尚未用于菜谱的材料为对象进行重新抽取。,製作食譜時，可依一定機率再次抽取已抽到的材料卡。\n需使用<color=#ff9813>四葉草</color>才能重置材料卡。\n製作食譜時，第一次重置費用為<color=#ff9813>免費</color>。\n\n材料重置費用將於每次製作食譜時重置，重置材料卡時，將從已設定的材料中，再次抽取尚未用於食譜的材料。
UpgradeHelpText4000202,"레시피를 만들 때 정해진 확률에 따라 뽑힌 재료 카드를 다시 뽑을 수 있습니다. 레시피 제작 시 리롤 가능 횟수가 증가합니다. \n - 최대 리롤 가능 횟수 : {0}회 → <color=#ff9813>{1}회</color> \n  (1회 : 무료 / 2회: {2} / 3회 : {3} / 4회 : {4} / 5회 : {5}) \n\n 재료 카드 리롤 시, 세팅한 재료 중 아직 레시피에 사용하지 않은 재료들 중에서 다시 뽑습니다.",Default text,"레시피를 만들 때 정해진 확률에 따라 뽑힌 재료 카드를 다시 뽑을 수 있습니다. 레시피 제작 시 리롤 가능 횟수가 증가합니다. \n - 최대 리롤 가능 횟수 : {0}회 → <color=#ff9813>{1}회</color> \n  (1회 : 무료 / 2회: {2} / 3회 : {3} / 4회 : {4} / 5회 : {5}) \n\n 재료 카드 리롤 시, 세팅한 재료 중 아직 레시피에 사용하지 않은 재료들 중에서 다시 뽑습니다.",,"You can re-draw Ingredient Cards you already drew when you prepare a Recipe. Grants extra re-draws when preparing a Recipe.\n- Max Re-Draws: {0} →<color=#ff9813>{1}</color>\n(1 Free Re-Draw/2 Times: {2}/3 Times: {3}/4 Times: {4}/5 Times: {5})\n\nWhen you re-draw an Ingredient Card, you can draw something you haven't already used for the Recipe from the available Ingredients.","Al preparar una receta, puedes volver a sacar cartas de ingredientes que ya hayas sacado. Otorga intentos adicionales para volver a sacar una carta al preparar una receta.\n- Repeticiones máximas: {0} →<color=#ff9813>{1}</color>\n(1 intento de volver a sacar gratis/2 veces: {2}/3 veces: {3}/4 veces: {4}/5 veces: {5})\n\nCuando vuelves a sacar una carta de ingredientes, puedes sacar alguno de los ingredientes disponibles que aún no hayas usado en la receta.",制作菜谱时，可以根据既定概率重新抽取材料卡片。制作菜谱时，可增加重刷次数。\n - 可重刷次数上限：{0}次→<color=#ff9813>{1}次</color>\n（1次：免费/2次：{2}/3次：{3}/4次：{4}/5次：{5}）\n\n重刷材料卡片时，将以已设定的材料中尚未用于菜谱的材料为对象进行重新抽取。,製作食譜時，可依一定機率再次抽取已抽到的材料卡。\n製作食譜時可重置次數增加。\n - 可重置次數：{0}次 → <color=#ff9813>{1}次</color> \n(第1次：免費 / 第2次：{2} / 第3次：{3} / 第4次：{4} / 第5次：{5})\n\n重置材料卡時，將從已設定的材料中，再次抽取尚未用於食譜的材料。
UpgradeHelpText40003,레시피 목록이 가득 차셨나요? \n더 이상 삭제할 레시피가 없으시다고요? \n 더 많은 레시피를 <color=#ff9813>저장</color>하려면 레시피 보관함을 확장하세요. \n\n - 레시피 보관 가능 수 : {0}개 → <color=#ff9813>{1}개</color>,Default text,레시피 목록이 가득 차셨나요? \n더 이상 삭제할 레시피가 없으시다고요? \n 더 많은 레시피를 <color=#ff9813>저장</color>하려면 레시피 보관함을 확장하세요. \n\n - 레시피 보관 가능 수 : {0}개 → <color=#ff9813>{1}개</color>,,"Recipe List full?\nNo more Recipes to delete?\nTo <color=#ff9813>save</color> more Recipes, expand your Recipe Storage.\n\n- Recipe Capacity: {0} → <color=#ff9813>{1}</color>","¿Se llenó la lista de recetas?\n¿No tienes más recetas que borrar?\nPara <color=#ff9813>guardar</color> más recetas, amplía tu almacenamiento de recetas.\n\n- Capacidad de recetas: {0} → <color=#ff9813>{1}</color>.",菜谱列表满了吗？\n没有更多可以删除的菜谱了吗？\n要想<color=#ff9813>保存</color>更多菜谱，请扩张菜谱保管箱。\n\n - 可保管的菜谱数量：{0}个→<color=#ff9813>{1}个</color>,材料清單滿了嗎？\n沒有可以刪除的食譜了嗎？\n請擴建食譜保管箱，<color=#ff9813>儲存</color>更多食譜吧。\n\n - 可保管食譜數：{0}個 → <color=#ff9813>{1}個</color>
UpgradeHelpText40004,삐약 딜리버리와의 계약을 갱신하면 <color=#ff9813>의뢰</color>를 더 많이 받을 수 있어요. 비용만 지불한다면 <color=#ff9813>삐약 딜리버리</color>에서는 기꺼이 더 많은 의뢰를 소개해 줄 거에요! \n\n - 의뢰 수행 가능 횟수 : {0}회 → <color=#ff9813>{1}회</color> ,Default text,삐약 딜리버리와의 계약을 갱신하면 <color=#ff9813>의뢰</color>를 더 많이 받을 수 있어요. 비용만 지불한다면 <color=#ff9813>삐약 딜리버리</color>에서는 기꺼이 더 많은 의뢰를 소개해 줄 거에요! \n\n - 의뢰 수행 가능 횟수 : {0}회 → <color=#ff9813>{1}회</color> ,,"Renew your contract with Peep Delivery to get more <color=#ff9813>Orders</color>. For a fee, <color=#ff9813>Peep Delivery</color> will gladly make more Orders!\n\n- Available Orders: {0} → <color=#ff9813>{1}</color> ","Renueva tu contrato con Peep Delivery para recibir más <color=#ff9813>pedidos</color>. Por un precio, <color=#ff9813>Peep Delivery</color> estará encantado de generar más pedidos.\n\n- Pedidos disponibles: {0} → <color=#ff9813>{1}</color>. ",与鸡仔快送续签合同时，可以获得更多<color=#ff9813>委托</color>。只要支付费用，<color=#ff9813>鸡仔快送</color>会很乐意为你介绍更多委托。\n\n - 可执行委托的次数：{0}次→<color=#ff9813>{1}次</color> ,和嗶嗶快遞更新合約，就可以獲得更多<color=#ff9813>委託</color>。\n只要願意支付費用，<color=#ff9813>嗶嗶快遞</color>會樂於介紹更多委託！\n\n - 可進行委託次數：{0}次 → <color=#ff9813>{1}次</color>
SubscriptionDescText50001,<color=#ff9813>일반</color> 재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>3개월</color> 간 구독합니다.,Default text,<color=#ff9813>일반</color> 재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>3개월</color> 간 구독합니다.,,You subscribed to a monthly service that delivers 1 <color=#ff9813>Normal</color> Ingredient Box per month for <color=#ff9813>3 months</color>.,Te suscribiste a un servicio mensual que entrega 1 cofre de ingredientes <color=#ff9813>normal</color> por mes durante <color=#ff9813>3 meses</color>.,订阅每月定期接收1个<color=#ff9813>普通</color>材料箱的配送服务，为期<color=#ff9813>3个月</color>。,訂閱每月定期配送1個<color=#ff9813>一般</color>材料箱的服務，為期<color=#ff9813>3個月</color>。
SubscriptionDescText50002,<color=#ff9813>일반</color> 재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>1년</color> 간 구독합니다.,Default text,<color=#ff9813>일반</color> 재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>1년</color> 간 구독합니다.,,You subscribed to a monthly service that delivers 1 <color=#ff9813>Normal</color> Ingredient Box per month for <color=#ff9813>1 year</color>.,Te suscribiste a un servicio mensual que entrega 1 cofre de ingredientes <color=#ff9813>normal</color> por mes durante <color=#ff9813>1 año</color>.,订阅每月定期接收1个<color=#ff9813>普通</color>材料箱的配送服务，为期<color=#ff9813>1年</color>。,訂閱每月定期配送1個<color=#ff9813>一般</color>材料箱的服務，為期<color=#ff9813>1年</color>。
SubscriptionDescText50003,<color=#ff9813>희귀</color>  재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>3개월</color> 간 구독합니다.,Default text,<color=#ff9813>희귀</color>  재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>3개월</color> 간 구독합니다.,,You subscribed to a monthly service that delivers 1 <color=#ff9813>Rare</color> Ingredient Box per month for <color=#ff9813>3 months</color>.,Te suscribiste a un servicio mensual que entrega 1 cofre de ingredientes <color=#ff9813>raro</color> por mes durante <color=#ff9813>3 meses</color>.,订阅每月定期接收1个<color=#ff9813>稀有</color>材料箱的配送服务，为期<color=#ff9813>3个月</color>。,訂閱每月定期配送1個<color=#ff9813>稀有</color>材料箱的服務，為期<color=#ff9813>3個月</color>。
SubscriptionDescText50004,<color=#ff9813>희귀</color> 재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>1년</color> 간 구독합니다.,Default text,<color=#ff9813>희귀</color> 재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>1년</color> 간 구독합니다.,,You subscribed to a monthly service that delivers 1 <color=#ff9813>Rare</color> Ingredient Box per month for <color=#ff9813>1 year</color>.,Te suscribiste a un servicio mensual que entrega 1 cofre de ingredientes <color=#ff9813>raro</color> por mes durante <color=#ff9813>1 año</color>.,订阅每月定期接收1个<color=#ff9813>稀有</color>材料箱的配送服务，为期<color=#ff9813>1年</color>。,訂閱每月定期配送1個<color=#ff9813>稀有</color>材料箱的服務，為期<color=#ff9813>1年</color>。
SubscriptionDescText50005,<color=#ff9813>호화</color>  재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>3개월</color> 간 구독합니다.,Default text,<color=#ff9813>호화</color>  재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>3개월</color> 간 구독합니다.,,You subscribed to a monthly service that delivers 1 <color=#ff9813>Luxury</color> Ingredient Box per month for <color=#ff9813>3 months</color>.,Te suscribiste a un servicio mensual que entrega 1 cofre de ingredientes de <color=#ff9813>lujo</color> por mes durante <color=#ff9813>3 meses</color>.,订阅每月定期接收1个<color=#ff9813>豪华</color>材料箱的配送服务，为期<color=#ff9813>3个月</color>。,訂閱每月定期配送1個<color=#ff9813>豪華</color>材料箱的服務，為期<color=#ff9813>3個月</color>。
SubscriptionDescText50006,<color=#ff9813>호화</color>  재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>1년</color> 간 구독합니다.,Default text,<color=#ff9813>호화</color>  재료 상자를 매달 1개씩 정기 배송받는 서비스를 <color=#ff9813>1년</color> 간 구독합니다.,,You subscribed to a monthly service that delivers 1 <color=#ff9813>Luxury</color> Ingredient Box per month for <color=#ff9813>1 year</color>.,Te suscribiste a un servicio mensual que entrega 1 cofre de ingredientes de <color=#ff9813>lujo</color> por mes durante <color=#ff9813>1 año</color>.,订阅每月定期接收1个<color=#ff9813>豪华</color>材料箱的配送服务，为期<color=#ff9813>1年</color>。,訂閱每月定期配送1個<color=#ff9813>豪華</color>材料箱的服務，為期<color=#ff9813>1年</color>。
RivalStoreName2,햝 버거,Default text,햝 버거,,Rick's Burgers,Hamburguesas de Rick,添添汉堡,哈基漢堡
RivalStoreName3,젠틀 버거,Default text,젠틀 버거,,Gentle Burger,Hamburguesa Amable,绅士汉堡,紳士漢堡
RivalStoreName4,휴먼 식당,Default text,휴먼 식당,,Human Restaurant,Restaurante Humano,人类餐厅,休眠餐廳
RivalStoreName5,리치비치,Default text,리치비치,,Richie Beach,La playa de Richie,利奇海滩,富豪海灘
RivalStoreName6,국밥의 변신,Default text,국밥의 변신,,Transformative Soups,Sopas transformadoras,汤饭变身,湯飯變身
RivalStoreName7,가면 뷔페,Default text,가면 뷔페,,Masked Buffet,Buffet enmascarado,假面自助,假面自助百匯
RivalStoreName8,유니버스,Default text,유니버스,,Universe,Universo,宇宙,宇宙
RivalStoreName9,골든 버거,Default text,골든 버거,,Golden Burger,Hamburguesa dorada,黄金汉堡,黃金漢堡
RivalCharName2,개미핥기 햝,Default text,개미핥기 햝,,Rick the Anteater,Rick el oso hormiguero,食蚁兽添添,食蟻獸哈基
RivalCharName3,스틸,Default text,스틸,,Steel,Steel,斯蒂尔,史迪
RivalCharName4,KM67053,Default text,KM67053,,KM67053,KM67053,KM67053,KM67053
RivalCharName5,골드리치 주니어,Default text,골드리치 주니어,,Little Richie,Richie pequeño,小金利奇,小黃金富豪
RivalCharName6,지호,Default text,지호,,Jiho,Jiho,智湖,志浩
RivalCharName7,가면 신사,Default text,가면 신사,,Masked Gentleman,Caballero enmascarado,假面绅士,假面紳士
RivalCharName8,하얀 요리사,Default text,하얀 요리사,,White Chef,Chef Blanco,白厨师,白色廚師
