Key,Source,Note,en,ko,es,zh-cn,zh-tw
BirkFlavorText,"It may look calm and harmless chewing on grass, but it's positively terrifying if provoked.",,"It may look calm and harmless chewing on grass, but it's positively terrifying if provoked.",평소에는 느긋한 표정으로 풀을 씹고 있지만 공격받으면 험악한 표정으로 상대를 쫓아다니며 공격한다.,"Puede que se vea tranquilo e inofensivo cuando come pasto, pero realmente aterrador si se le provoca.",平时总是悠闲地嚼着草，但受到攻击时会变得异常凶狠，不停地追着目标攻击。,平常都是以慵懶的表情吃草，但一旦受到攻擊就會以兇狠的表情追趕對方。
BlackKitty,Black Cat,,Black Cat,검은색 고양이,Gato negro,黑色猫,黑色小貓
BlackKittyDescription,<b>Spawn</b>: Draw cards equal to the number of Pets played this round.,,<b>Spawn</b>: Draw cards equal to the number of Pets played this round.,<b>등장</b>: 이번 라운드 동안 내가 낸 펫의 수만큼 카드를 뽑습니다.,<b>Al entrar</b>: saca cartas iguales al número de mascotas que se juegan en esta ronda.,<b>登场</b>：抽取卡牌，抽取数量等同于本回合内我出的宠物卡牌数。,<b>登場</b>：在本回合中，可以抽取與我派出的寵物數量相等的卡牌。
BlackKittyFlavorText,"This quiet, gentle creature is easy to care for. However, they can be difficult to train.",,"This quiet, gentle creature is easy to care for. However, they can be difficult to train.",얌전하고 차분한 성격이라 자주 배고파하는 편은 아닙니다.\n하지만 주인의 말을 잘 안듣는다는 단점이 있습니다.,"Esta tranquila y gentil criatura es fácil de cuidar. Sin embargo, es difícil de entrenar.",性格温顺沉稳，不常感到饥饿。\n但缺点是不怎么听主人的话。,個性文靜沉著，不會很常感到飢餓，\n但缺點就是不太聽主人的話。
BlackRatz,Black Ratz,,Black Ratz,블랙 라츠,Rata negra,玩具黑鼠,黑色發條鼠
BlackRatzDescription,<b>Exit</b>: Summon a Ratz.,,<b>Exit</b>: Summon a Ratz.,<b>퇴장</b>: 라츠를 소환합니다.,<b>Al salir</b>: invoca a una rata.,<b>退场</b>：召唤玩具白鼠。,<b>退場</b>：召喚白色發條鼠。
BlackRatzFlavorText,Prefers walnuts to cheese.,,Prefers walnuts to cheese.,치즈보다 호두를 더 좋아합니다.,Prefiere las nueces al queso.,相比奶酪，更喜欢核桃。,喜歡核桃更勝於起司。
BlackSandDwarf,Dark Sand Dwarf,,Dark Sand Dwarf,붉은 모래난쟁이,Enano de arena oscuro,红色沙尘侏儒,紅砂矮人
BlackSandDwarfDescription,<b>Spawn</b>: Swap ATK with another random minion.,,<b>Spawn</b>: Swap ATK with another random minion.,<b>등장</b>: 다른 무작위 하수인과 공격력을 서로 바꿉니다.,<b>Al entrar</b>: cambia el ATQ con el de otro secuaz aleatorio.,<b>登场</b>：与其他随机随从调换攻击力。,<b>登場</b>：隨機和其他手下交換攻擊力。
BlackSandDwarfFlavorText,"Thanks to its knack for finding precious gems, it often has several Flaming Desert gems from the Red Desert.",,"Thanks to its knack for finding precious gems, it often has several Flaming Desert gems from the Red Desert.",보석을 발견하는 능력이 뛰어나 붉은 사막에서만 발견되는 사막의 불꽃을 많이 가지고 다닌다.,"Gracias a su talento por encontrar gemas valiosas, suele tener varias gemas del Desierto en llamas del Desierto rojo.",发现宝石的能力很出众，携带大量仅在红色沙漠中出现的沙漠火花。,具有能找出寶石的傑出能力，所以隨身帶著只有在紅色沙漠中才看得到的沙漠的火花。
BlackSheep,Black Sheep,,Black Sheep,검은 양,Oveja negra,黑羊,黑羊
BlackSheepDescription,<b>Exit</b>: Deal 2 damage to all minions.,,<b>Exit</b>: Deal 2 damage to all minions.,<b>퇴장</b>: 모든 하수인들에게 피해를 2 줍니다.,<b>Al salir</b>: le inflige 2 puntos de daño a todos los secuaces.,<b>退场</b>：对所有随从造成2点伤害。,<b>退場</b>：對所有手下造成2點傷害。
BlackSheepFlavorText,Not all sheep are docile.,,Not all sheep are docile.,모든 양이 순진한 건 아니랍니다.,No todas las ovejas son dóciles.,不是所有的羔羊都很单纯。,不是所有的羊都是純真的。
Blackbull,Blackbull,,Blackbull,돼지와 함께 춤을,Toro negro,与猪共舞,酋長
BlackbullDescription,<b>Spawn</b>: Summon 2 random Pigs.,,<b>Spawn</b>: Summon 2 random Pigs.,<b>등장</b>: 무작위 돼지를 두 마리 소환합니다.,<b>Al entrar</b>: invoca a 2 cerdos aleatorios.,<b>登场</b>：召唤两只随机猪。,<b>登場</b>：隨機召喚兩隻肥肥。
BlackbullFlavorText,I can't just hand the Red Triangular Shield to anyone who asks.,,I can't just hand the Red Triangular Shield to anyone who asks.,빨간 삼각 방패는 쉽게 드릴 수 있는 물건이 아니랍니다.,No le puedo dar el escudo triangular rojo a cualquiera que pregunte.,红色三角盾牌可不是说给就给的物品。,紅色三角盾牌不是能輕易給您的東西。
BlankShot,Blank Shot,,Blank Shot,페이크 샷,Disparo de fogueo,迷惑射击,偽裝射擊
BlankShotDescription,Turns the HP of all enemy minions to 2. Discard the card that is furthest to the right in your hand.,,Turns the HP of all enemy minions to 2. Discard the card that is furthest to the right in your hand.,모든 적 하수인들의 HP를 2로 만듭니다. 내 손에서 맨 오른쪽에 있는 카드를 버립니다.,Reduce los PV de todos los secuaces enemigos a 2. Descarta la carta que se encuentre más a la derecha en tu baraja.,使所有敌方随从的血量变为2点。丢弃我的手牌中最右侧的卡牌。,使所有敵方的手下HP變為2。丟棄手中最右邊的卡牌。
BlankShotFlavorText,"They may be blanks, but they can still cause burns.",,"They may be blanks, but they can still cause burns.",공포탄을 근거리에서 맞는다면 화상을 입게 되니 주의하세요.,"Puede que sean balas de fogueo, pero pueden provocar quemaduras.",请注意，如果在近距离被空包弹击中，会造成烧伤。,近距離被空包彈擊中將會被灼傷，請小心。
Bless,Bless,,Bless,블레스,Bendecido,布雷斯,天使祝福
BlessDescription,Grant <b>Barrier</b> to your minions.\nDraw 1 card.,,Grant <b>Barrier</b> to your minions.\nDraw 1 card.,내 하수인들에게 <b>결계</b>를 부여합니다.\n카드를 한 장 뽑습니다.,Le otorga <b>Barrera</b> a todos tus secuaces.\nSaca 1 carta.,对我方随从赋予<b>结界</b>。\n抽取一张卡牌。,對我方手下賦予<b>結界</b>。\n抽取一張卡牌。
BlessFlavorText,Divine power!,,Divine power!,천상의 힘!,¡Poder divino!,天使的力量！,天上的力量！
BlueMushroom,Blue Mushroom,,Blue Mushroom,파란버섯,Hongo azul,蓝蘑菇,藍菇菇
BlueMushroomDescription,<b>Spawn</b>: Gain 1 MP.,,<b>Spawn</b>: Gain 1 MP.,<b>등장</b>: MP를 1 얻습니다.,<b>Al entrar</b>: obtienes 1 PM.,<b>登场</b>：获得1点魔力。,<b>登場</b>：獲得1點MP。
BlueMushroomFlavorText,Nothing picks me up like some chopped mushrooms in my ramen.\nI recommend it whenever you're feeling blue! Haha...,,Nothing picks me up like some chopped mushrooms in my ramen.\nI recommend it whenever you're feeling blue! Haha...,"라면 먹을 때 다진 파랑 버섯을 넣으면 맛이 끝내줘요.\n""다진 파""랑 ""버섯""이요. 하하...","Nada me hace sentir mejor que el ramen con champiñones picados.\n¡Recomendado para cuando te sientas triste! Ja, ja...",煮方便面的时候放入切碎的蓝蘑菇会更香哦。\n我是说“切碎的葱花”和“蘑菇”，哈哈……,吃拉麵的時候，放入蔥末和香菇，味道超棒的。\n是「蔥末」和「香菇」。哈哈…
BlueSnail,Blue Snail,,Blue Snail,파란 달팽이,Caracol azul,蓝蜗牛,藍寶
BlueSnailDescription,,,,,,,
BlueSnailFlavorText,Nobody knows why its shell is blue.,,Nobody knows why its shell is blue.,껍질이 파란 이유는 아직까지 밝혀지지 않았다.,Nadie sabe por qué tiene la concha azul.,到现在还不知道为什么是蓝皮。,目前尚無法得知為何外表是藍色的。
BombingFishHouse,Bombing Fish House,,Bombing Fish House,폭렬 망둥이집,Casa de pesca con bombas,刺鳍鱼之屋,刺鰭魚之屋
BombingFishHouseDescription,Grant the Goby inside this Bombing Fish House +1/+1 after playing a card.\n<b>Exit</b>: Summon 3 Goby.,,Grant the Goby inside this Bombing Fish House +1/+1 after playing a card.\n<b>Exit</b>: Summon 3 Goby.,내가 카드를 낸 후에 이 폭렬 망둥이집 안에 사는 망둥이들에게 +1/+1을 부여합니다.\n<b>퇴장</b>: 망둥이를 세 마리 소환합니다.,Otorga el Goby al interior de esta casa de pesca con bombas +1/+1 después de jugar una carta.\n<b>Al salir</b>: invoca a 3 Goby.,在我出牌之后，对生活在刺鳍鱼之屋的刺鳍鱼赋予+1/+1。\n<b>退场</b>：召唤三只刺鳍鱼。,我出牌後，賦予住在這間刺鰭魚之屋的刺鰭魚+1/+1增益。\n<b>退場</b>：召喚3隻刺鰭魚。
BombingFishHouseFlavorText,"When their home is destroyed, the Goby inside swarm to attack the intruder.",,"When their home is destroyed, the Goby inside swarm to attack the intruder.",침입자의 공격으로 집이 부서지면 망둥이들이 떼로 나와서 침입자를 공격한다.,"Cuando destruyen su hogar, los Goby en su interior atacan en conjunto al enemigo.",如果因入侵者的攻击导致房子被破坏，刺鳍鱼会成群结队地出来攻击入侵者。,房子遭入侵者摧毀時，刺鰭魚將會一窩蜂地衝出房子攻擊入侵者。
Brandish,Brandish,,Brandish,브랜디쉬,Brandish,挥舞,雙連斬
BrandishDescription,Deal 4 damage.,,Deal 4 damage.,적에게 피해를 4 줍니다.,Inflige 4 puntos de daño al enemigo.,对敌人造成4点伤害。,對敵人造成4點傷害。
BrandishFlavorText,"The first time is a warning, the second is retribution.",,"The first time is a warning, the second is retribution.","한 번은 경고, 두 번째는 심판이다.","La primera es una advertencia, la segunda es la venganza.",第一次是警告，第二次是审判。,第一次是警告，第二則是審判。
BrownTeddyDescription,,,,,,,
BrownTeddyFlavorText,This cuddly brown teddy bear was manufactured at the toy factory in Ludibrium and features a windup key on its back.,,This cuddly brown teddy bear was manufactured at the toy factory in Ludibrium and features a windup key on its back.,루디브리엄의 인형공장에서 만들어 내던 등에 태엽 장치가 달려있는 갈색 테디 인형이다.,Este osito de peluche marrón fue fabricado en la fábrica de juguetes de Ludibrium y tiene una llave de cuerda en la espalda.,在玩具城堡的玩偶工厂制造的棕色泰迪玩偶，背上装有发条装置。,玩具城的娃娃工廠製造出來的棕色泰迪熊，背上有發條裝置。
Bruce,Bruce,,Bruce,브루스,Bruce,布鲁斯,布魯斯
BruceDescription,<b>Spawn</b>: Add 1 of each unique Mushroom that's been played this game to your hand.,,<b>Spawn</b>: Add 1 of each unique Mushroom that's been played this game to your hand.,<b>등장</b>: 이번 게임 동안 내가 낸 서로 다른 버섯들을 내 손으로 가져옵니다.,<b>Al entrar</b>: saca 1 de cada hongo único que se haya jugado en esta partida.,<b>登场</b>：将我在本局游戏中召唤的不同蘑菇放入我的手牌。,<b>登場</b>：在本場遊戲中，我所打出的不同種類的香菇卡牌將回到我的手牌中。
BruceFlavorText,"Ronnie, don't eat that!",,"Ronnie, don't eat that!","로니, 그건 먹으면 안돼!","¡Ronnie, no te comas eso!",洛尼，那个不能吃！,洛尼，那個不能吃！
BubbleFish,Bubble Fish,,Bubble Fish,버블피쉬,Pez burbuja,蓝泡泡翻车鱼,泡泡魚
BubbleFishDescription,<b>Exit</b>: Add a Bubble Fish to your opponent's hand.,,<b>Exit</b>: Add a Bubble Fish to your opponent's hand.,<b>퇴장</b>: 버블피쉬를 상대편의 손에 추가합니다.,<b>Al salir</b>: añade Pez burbuja a la baraja de tu oponente.,<b>退场</b>：将蓝泡泡翻车鱼添加到对方手牌。,<b>退場</b>：將泡泡魚加入對方手牌中。
BubbleFishFlavorText,"Like a bubble, its body is translucent, which is an effective way to hide from enemies.",,"Like a bubble, its body is translucent, which is an effective way to hide from enemies.","몸 속이 비칠 정도로 투명한데, 이는 적의 눈에서 몸을 피하기 위한 수단이다.","Como una burbuja, su cuerpo es translucido, que es una forma efectiva de esconderse de los enemigos.",身体几乎透明到可以看见里面，这也是为了躲避敌人视线的手段。,身體透明到光線可以穿過，是躲避敵人視線的一種手段。
Bubbling,Bubbling,,Bubbling,버블링,Burbujeante,蓝水灵,藍水靈
BubblingDescription,<b>Exit</b>: Add a Slime to your opponent's hand.,,<b>Exit</b>: Add a Slime to your opponent's hand.,<b>퇴장</b>: 슬라임을 상대편의 손에 추가합니다.,<b>Al salir</b>: le añade una baba a la mano de tu oponente.,<b>退场</b>：将绿水灵添加到对方手牌。,<b>退場</b>：將綠水靈加入對方手牌中。
BubblingFlavorText,A difficult opponent for beginners.,,A difficult opponent for beginners.,초보자들에게는 힘겨운 상대입니다.,Un oponente difícil para principiantes.,对于新手来说，是难以战胜的对象。,對新手來說，這是個難以應付的對手。
Bulldog,Cerebes,,Cerebes,불독,Cerebes,猎犬,煉獄獵犬
BulldogDescription,,,,,,,
BulldogFlavorText,"This monstrous beast was born from lava and strikes its enemies with razor-sharp teeth, although it only uses melee attacks.",,"This monstrous beast was born from lava and strikes its enemies with razor-sharp teeth, although it only uses melee attacks.","동굴의 용암에서 태어난 몬스터이다.\n붉은 눈에 커다란 이빨, 스파이크 목걸이는 상대를 위협하기에 충분하다.","La monstruosa bestia nació de la lava y ataca a sus enemigos con dientes afilados, aunque solo usa ataques cuerpo a cuerpo.",从洞穴熔岩中诞生的怪物。\n它那双红色眼睛、巨大的獠牙和尖刺项圈足以对敌人造成威慑。,洞窟熔岩中誕生的怪物。\n紅眼睛、大牙齒還有星火四射項鍊就足以威脅對手了。
Captain,Corsair,,Corsair,캡틴,Corsario,船长,槍神
CaptainDescription,Gain +1/+1 and draw a card each time you discard a card from your hand.,,Gain +1/+1 and draw a card each time you discard a card from your hand.,내 손에서 카드를 버릴 때마다 +1/+1을 얻고 카드를 한 장 뽑습니다.,Gana +1/+1 y saca una carta cada vez que descartes una carta de tu mano.,每当从我的手牌中弃牌时，获得+1/+1并抽取一张卡牌。,每次從自己手中扔掉卡片時，獲得+1/+1後，抽取一張卡片。
CaptainFlavorText,This adherent of the Lord Pirate is one step above the normal crew.,,This adherent of the Lord Pirate is one step above the normal crew.,정체를 알 수 없는 데비존의 수하로 크루보다 한 단계 계급이 높다.,Este seguidor del Señor Pirata está un nivel por sobre la tripulación normal.,来历不明的老海盗部下，比克鲁高一个阶级。,身分不明的金鈎海賊王手下，比船員克魯更高一階。
Cassandra,Cassandra,,Cassandra,카산드라,Cassandra,卡珊德拉,微微安
CassandraDescription,<b>Spawn</b>: Add a random minion to your hand.,,<b>Spawn</b>: Add a random minion to your hand.,<b>등장</b>: 무작위 하수인을 내 손으로 가져옵니다.,<b>Al entrar</b>: saca a un secuaz aleatorio.,<b>登场</b>：将一个随机随从放入我的手牌。,<b>登場</b>：將隨機一個手下放入我的手牌。
CassandraFlavorText,Why don't we say the magic words together?,,Why don't we say the magic words together?,우리 같이 주문을 외워 볼까요?,¿Por qué no decimos juntos las palabras mágicas?,我们一起念咒语吧！,我們一起來唸咒語吧？
Chakra,Chakra,,Chakra,챠크라,Chakra,查克拉,血魔轉換
ChakraDescription,Both players gain 2 MP.,,Both players gain 2 MP.,양 플레이어가 MP를 2 얻습니다.,Ambos jugadores obtienen 2 PM.,双方玩家获得2点魔力。,雙方玩家獲得2點MP。
ChakraFlavorText,"You should have been a Dark Knight if you want to walk the straight and narrow path. You are a Thief, so you must live in the shadows.",,"You should have been a Dark Knight if you want to walk the straight and narrow path. You are a Thief, so you must live in the shadows.",항상 정명한 방법만을 쓸 생각이었다면 기사가 되었어야지. 자네는 도적이지 않은가.,"Debiste ser un caballero oscuro si lo que quieres es caminar por el camino recto y angosto. Eres un ladrón, así que debes vivir en las sombras.",如果总是想用正道解决事情，那就该成为骑士才对，但你是个飞侠啊。,如果你只打算一直使用正大光明的方法，那你就應該成為騎士。但你不是盜賊嗎？
